datetime,End time,Calories (kcal),Distance (m),Low latitude (deg),Low longitude (deg),High latitude (deg),High longitude (deg),Average speed (m/s),Max speed (m/s),Min speed (m/s),Step count,Average weight (kg),Max weight (kg),Min weight (kg),Inactive duration (ms),Walking duration (ms),Running duration (ms)
10:30:00.000Z,10:45:00.000Z,43.03267597,368.8097778,41.6749172,2.2858572,41.6761941,2.2883381,3.074083621,4.826142788,2.910000086,413,,,,720649,43512,135839
10:45:00.000Z,11:00:00.000Z,126.4284239,1546.555127,41.6688097,2.2858449,41.6750178,2.2878729,3.201323933,3.700000048,0.680000007,1609,,,,276913,,623087
11:00:00.000Z,11:15:00.000Z,16.7265625,,41.6748874,2.2856915,41.674997,2.2858836,,,,28,,,,900000,,
11:15:00.000Z,11:30:00.000Z,16.7265625,,41.6749468,2.2856695,41.6750178,2.2858899,,,,37,,,,900000,,
11:30:00.000Z,11:45:00.000Z,16.7265625,,,,,,,,,,,,,900000,,
11:45:00.000Z,12:00:00.000Z,16.72656222,,,,,,,,,9,,,,900000,,
12:00:00.000Z,12:15:00.000Z,52.98301179,221.2048051,41.674868,2.2856635,41.6762343,2.2867097,0.583880778,2.049999952,0.08477626,613,,,,17527,668343,
12:15:00.000Z,12:30:00.000Z,16.7265622,,41.6343261,2.2669657,41.6887974,2.2836741,22.98186357,95,3.630000114,,,,,,,
12:30:00.000Z,12:45:00.000Z,16.7265622,,41.4363283,2.1486395,41.5400648,2.2264442,23.59936796,33.29999924,0.810000002,,,,,,,
12:45:00.000Z,13:00:00.000Z,21.56013583,26.38367588,41.4007679,2.1175681,41.428156,2.1438957,6.589378847,21.14999962,0.296109736,67,,,,461445,89101,
13:00:00.000Z,13:15:00.000Z,38.64904232,229.9489602,41.4004244,2.1204234,41.4007232,2.1225681,1.137469501,1.830000043,0.670000017,477,,,,495886,404114,
13:15:00.000Z,13:30:00.000Z,21.34243777,24.70926809,,,,,0.690612242,1.071357965,0.309866518,51,,,,814912,85088,
13:30:00.000Z,13:45:00.000Z,17.43732365,,41.4007648,2.1202195,41.4007648,2.1202195,,,,,,,,886898,13102,
13:45:00.000Z,14:00:00.000Z,16.72656297,,41.4007602,2.1202076,41.4007698,2.120298,,,,16,,,,900000,,
14:00:00.000Z,14:15:00.000Z,16.72656297,,,,,,,,,,,,,900000,,
14:15:00.000Z,14:30:00.000Z,24.71282881,24.91831398,,,,,,,,65,,,,752783,147217,
14:30:00.000Z,14:45:00.000Z,17.07814357,,,,,,,,,,,,,893519,6481,
14:45:00.000Z,15:00:00.000Z,16.72656059,,41.4007182,2.1202476,41.4007182,2.1202476,,,,,,,,900000,,
15:00:00.000Z,15:15:00.000Z,16.72656059,,41.4007683,2.1202579,41.4007683,2.1202579,,,,,,,,900000,,
15:15:00.000Z,15:30:00.000Z,16.72656059,,,,,,,,,,,,,900000,,
15:30:00.000Z,15:45:00.000Z,16.72656001,,41.4007741,2.1201805,41.4007806,2.1202438,,,,,,,,900000,,
15:45:00.000Z,16:00:00.000Z,16.72656,,41.4007212,2.1201657,41.400777,2.1203139,,,,45,,,,900000,,
16:00:00.000Z,16:15:00.000Z,16.72656,,,,,,,,,,,,,900000,,
16:15:00.000Z,16:30:00.000Z,47.59685953,294.0956845,41.399936,2.1206422,41.4007274,2.1223061,0.713814937,1.278348923,0.34853363,607,,,,330944,569056,
16:30:00.000Z,16:45:00.000Z,20.60259989,27.62583302,41.3911622,2.122239,41.3967868,2.1267858,4.514999866,7.989999771,1.039999962,87,,,,314989,71450,
16:45:00.000Z,17:00:00.000Z,16.72656173,,41.391536,2.1219728,41.3915539,2.1221645,2.381783057,2.450000048,1.039999962,18,,,,900000,,
17:00:00.000Z,17:15:00.000Z,16.72656173,,41.3914942,2.1220802,41.3914942,2.1220802,,,,28,,,,900000,,
17:15:00.000Z,17:30:00.000Z,21.11291378,37.14151001,41.3853202,2.1164129,41.3916038,2.1228468,,,,125,,,,719168,80857,
17:30:00.000Z,17:45:00.000Z,25.84715997,92.65282271,,,,,,,,127,,,,,168127,
17:45:00.000Z,18:00:00.000Z,65.55000023,282.0213793,41.288102,2.0727375,41.2891386,2.0738334,1.445423424,1.567999125,1.322847724,375,,,,,900000,
18:00:00.000Z,18:15:00.000Z,65.55000023,488.8394811,41.2888793,2.0736191,41.2893027,2.0747108,0.918360819,1.47220695,0.607939184,689,,,,,900000,
18:15:00.000Z,18:30:00.000Z,22.41997207,128.6691344,41.290775,2.0732143,41.2908665,2.0735124,,,,167,,,,795049,104951,
18:30:00.000Z,18:45:00.000Z,16.72656251,,41.2908102,2.0732755,41.290936,2.0736143,,,,,,,,900000,,
18:45:00.000Z,19:00:00.000Z,16.72656251,,41.2908305,2.0733533,41.2908614,2.073528,,,,34,,,,900000,,
19:00:00.000Z,19:15:00.000Z,31.23840668,168.9506531,41.290909,2.0735794,41.290988,2.0738029,0.51639545,0.598196626,0.434594274,254,,,,632492,267508,
19:15:00.000Z,19:30:00.000Z,27.63843708,,41.2906694,2.0750609,41.291259,2.0751965,,,,,,,,698853,201147,
19:30:00.000Z,19:45:00.000Z,16.72656156,,,,,,,,,,,,,606032,,
19:45:00.000Z,20:00:00.000Z,16.72656139,,,,,,,,,,,,,,,
20:00:00.000Z,20:15:00.000Z,16.7265622,,,,,,,,,,,,,652622,,
20:15:00.000Z,20:30:00.000Z,16.7265625,,,,,,,,,,,,,900000,,
20:30:00.000Z,20:45:00.000Z,16.7265625,,,,,,,,,,,,,900000,,
20:45:00.000Z,21:00:00.000Z,16.7265625,,,,,,,,,,,,,900000,,
21:00:00.000Z,21:15:00.000Z,16.72656287,,,,,,,,,,,,,900000,,
21:15:00.000Z,21:30:00.000Z,16.72656301,,,,,,,,,,,,,900000,,
21:30:00.000Z,21:45:00.000Z,16.72656173,,51.4698595,-0.4703328,51.4698595,-0.4703328,,,,,,,,463047,,
21:45:00.000Z,22:00:00.000Z,41.00548113,391.3494267,51.468931,-0.4592641,51.4717543,-0.4585338,1.185813561,3.289999962,0.063760862,704,,,,,447552,
22:00:00.000Z,22:15:00.000Z,56.18669642,696.3963707,51.4665334,-0.4590226,51.4717526,-0.4238395,1.016138794,1.222751617,0.685313284,1132,,,,,727399,
22:15:00.000Z,22:30:00.000Z,16.72656188,,51.4713453,-0.365963,51.4964326,-0.324429,1.015000015,1.440000057,0.589999974,,,,,,,
22:30:00.000Z,22:45:00.000Z,16.72656188,,51.4951865,-0.3129112,51.505798,-0.2546776,17.48999977,17.48999977,17.48999977,,,,,,,
22:45:00.000Z,23:00:00.000Z,56.88389281,733.4785924,51.4855174,-0.2234427,51.4922328,-0.2097595,1.828172892,12.85000038,0.618701637,1313,,,,,740251,
23:00:00.000Z,23:15:00.000Z,20.07085937,21.38305852,51.4856162,-0.2103256,51.4856162,-0.2103256,0.34685728,0.34685728,0.34685728,66,,,,838352,61648,
23:15:00.000Z,23:30:00.000Z,16.7265625,,,,,,,,,,,,,900000,,
23:30:00.000Z,23:45:00.000Z,16.7265625,,,,,,,,,28,,,,900000,,
23:45:00.000Z,00:00:00.000Z,16.7265625,,,,,,,,,,,,,900000,,
