datetime,Step count
01-02-19 2:30,0
01-02-19 2:45,0
01-02-19 3:00,0
01-02-19 3:15,0
01-02-19 3:30,0
01-02-19 3:45,0
01-02-19 4:00,0
01-02-19 4:15,0
01-02-19 4:30,0
01-02-19 4:45,0
01-02-19 5:00,0
01-02-19 5:15,0
01-02-19 5:30,0
01-02-19 5:45,0
01-02-19 6:00,0
01-02-19 6:15,0
01-02-19 6:30,0
01-02-19 6:45,0
01-02-19 7:00,0
01-02-19 7:15,0
01-02-19 7:30,0
01-02-19 7:45,0
01-02-19 8:00,0
01-02-19 8:15,0
01-02-19 8:30,42
01-02-19 8:45,4
01-02-19 9:00,0
01-02-19 9:15,0
01-02-19 9:30,121
01-02-19 9:45,0
01-02-19 10:00,0
01-02-19 10:15,0
01-02-19 10:30,0
01-02-19 10:45,25
01-02-19 11:00,221
01-02-19 11:15,931
01-02-19 11:30,721
01-02-19 11:45,34
01-02-19 12:00,17
01-02-19 12:15,0
01-02-19 12:30,26
01-02-19 12:45,0
01-02-19 13:00,0
01-02-19 13:15,0
01-02-19 13:30,0
01-02-19 13:45,19
01-02-19 14:00,0
01-02-19 14:15,0
01-02-19 14:30,0
01-02-19 14:45,0
01-02-19 15:00,0
01-02-19 15:15,12
01-02-19 15:30,0
01-02-19 15:45,42
01-02-19 16:00,0
01-02-19 16:15,0
01-02-19 16:30,18
01-02-19 16:45,18
01-02-19 17:00,115
01-02-19 17:15,10
01-02-19 17:30,0
01-02-19 17:45,11
01-02-19 18:00,0
01-02-19 18:15,0
01-02-19 18:30,0
01-02-19 18:45,0
01-02-19 19:00,0
01-02-19 19:15,0
01-02-19 19:30,63
01-02-19 19:45,37
01-02-19 20:00,0
01-02-19 20:15,0
01-02-19 20:30,0
01-02-19 20:45,0
01-02-19 21:00,0
01-02-19 21:15,34
01-02-19 21:30,14
01-02-19 21:45,0
01-02-19 22:00,0
01-02-19 22:15,0
01-02-19 22:30,0
01-02-19 22:45,0
01-02-19 23:00,89
01-02-19 23:15,0
01-02-19 23:30,0
01-02-19 23:45,0
01-03-19 0:00,0
01-03-19 0:15,0
01-03-19 0:30,0
01-03-19 0:45,0
01-03-19 1:00,0
01-03-19 1:15,0
01-03-19 1:30,0
01-03-19 1:45,0
01-03-19 2:00,0
01-03-19 2:15,0
01-03-19 2:30,0
01-03-19 2:45,0
01-03-19 3:00,0
01-03-19 3:15,0
01-03-19 3:30,0
01-03-19 3:45,0
01-03-19 4:00,0
01-03-19 4:15,0
01-03-19 4:30,0
01-03-19 4:45,0
01-03-19 5:00,0
01-03-19 5:15,0
01-03-19 5:30,0
01-03-19 5:45,0
01-03-19 6:00,0
01-03-19 6:15,0
01-03-19 6:30,0
01-03-19 6:45,0
01-03-19 7:00,0
01-03-19 7:15,0
01-03-19 7:30,0
01-03-19 7:45,0
01-03-19 8:00,3
01-03-19 8:15,17
01-03-19 8:30,0
01-03-19 8:45,0
01-03-19 9:00,27
01-03-19 9:15,0
01-03-19 9:30,0
01-03-19 9:45,41
01-03-19 10:00,0
01-03-19 10:15,17
01-03-19 10:30,0
01-03-19 10:45,0
01-03-19 11:00,0
01-03-19 11:15,0
01-03-19 11:30,0
01-03-19 11:45,0
01-03-19 12:00,0
01-03-19 12:15,0
01-03-19 12:30,0
01-03-19 12:45,0
01-03-19 13:00,0
01-03-19 13:15,107
01-03-19 13:30,0
01-03-19 13:45,0
01-03-19 14:00,11
01-03-19 14:15,0
01-03-19 14:30,24
01-03-19 14:45,0
01-03-19 15:00,0
01-03-19 15:15,0
01-03-19 15:30,0
01-03-19 15:45,0
01-03-19 16:00,0
01-03-19 16:15,0
01-03-19 16:30,0
01-03-19 16:45,0
01-03-19 17:00,0
01-03-19 17:15,0
01-03-19 17:30,0
01-03-19 17:45,28
01-03-19 18:00,0
01-03-19 18:15,0
01-03-19 18:30,0
01-03-19 18:45,0
01-03-19 19:00,0
01-03-19 19:15,0
01-03-19 19:30,0
01-03-19 19:45,98
01-03-19 20:00,643
01-03-19 20:15,649
01-03-19 20:30,0
01-03-19 20:45,0
01-03-19 21:00,0
01-03-19 21:15,0
01-03-19 21:30,0
01-03-19 21:45,0
01-03-19 22:00,604
01-03-19 22:15,94
01-03-19 22:30,0
01-03-19 22:45,0
01-03-19 23:00,22
01-03-19 23:15,31
01-03-19 23:30,0
01-03-19 23:45,0
01-04-19 0:00,0
01-04-19 0:15,0
01-04-19 0:30,0
01-04-19 0:45,0
01-04-19 1:00,0
01-04-19 1:15,0
01-04-19 1:30,0
01-04-19 1:45,0
01-04-19 2:00,0
01-04-19 2:15,0
01-04-19 2:30,0
01-04-19 2:45,0
01-04-19 3:00,0
01-04-19 3:15,0
01-04-19 3:30,0
01-04-19 3:45,0
01-04-19 4:00,0
01-04-19 4:15,0
01-04-19 4:30,0
01-04-19 4:45,0
01-04-19 5:00,0
01-04-19 5:15,0
01-04-19 5:30,0
01-04-19 5:45,0
01-04-19 6:00,0
01-04-19 6:15,0
01-04-19 6:30,0
01-04-19 6:45,0
01-04-19 7:00,0
01-04-19 7:15,0
01-04-19 7:30,0
01-04-19 7:45,0
01-04-19 8:00,0
01-04-19 8:15,0
01-04-19 8:30,0
01-04-19 8:45,0
01-04-19 9:00,0
01-04-19 9:15,137
01-04-19 9:30,0
01-04-19 9:45,0
01-04-19 10:00,0
01-04-19 10:15,0
01-04-19 10:30,0
01-04-19 10:45,0
01-04-19 11:00,0
01-04-19 11:15,0
01-04-19 11:30,0
01-04-19 11:45,156
01-04-19 12:00,192
01-04-19 12:15,38
01-04-19 12:30,32
01-04-19 12:45,0
01-04-19 13:00,0
01-04-19 13:15,0
01-04-19 13:30,89
01-04-19 13:45,0
01-04-19 14:00,0
01-04-19 14:15,0
01-04-19 14:30,195
01-04-19 14:45,38
01-04-19 15:00,0
01-04-19 15:15,121
01-04-19 15:30,0
01-04-19 15:45,0
01-04-19 16:00,0
01-04-19 16:15,0
01-04-19 16:30,413
01-04-19 16:45,2032
01-04-19 17:00,1030
01-04-19 17:15,41
01-04-19 17:30,55
01-04-19 17:45,0
01-04-19 18:00,0
01-04-19 18:15,0
01-04-19 18:30,0
01-04-19 18:45,0
01-04-19 19:00,0
01-04-19 19:15,42
01-04-19 19:30,387
01-04-19 19:45,55
01-04-19 20:00,76
01-04-19 20:15,0
01-04-19 20:30,0
01-04-19 20:45,0
01-04-19 21:00,1014
01-04-19 21:15,8
01-04-19 21:30,0
01-04-19 21:45,15
01-04-19 22:00,0
01-04-19 22:15,83
01-04-19 22:30,951
01-04-19 22:45,0
01-04-19 23:00,64
01-04-19 23:15,0
01-04-19 23:30,0
01-04-19 23:45,0
01-05-19 0:00,0
01-05-19 0:15,0
01-05-19 0:30,0
01-05-19 0:45,0
01-05-19 1:00,0
01-05-19 1:15,0
01-05-19 1:30,0
01-05-19 1:45,0
01-05-19 2:00,0
01-05-19 2:15,0
01-05-19 2:30,0
01-05-19 2:45,0
01-05-19 3:00,0
01-05-19 3:15,0
01-05-19 3:30,0
01-05-19 3:45,0
01-05-19 4:00,0
01-05-19 4:15,0
01-05-19 4:30,0
01-05-19 4:45,0
01-05-19 5:00,0
01-05-19 5:15,0
01-05-19 5:30,0
01-05-19 5:45,0
01-05-19 6:00,0
01-05-19 6:15,0
01-05-19 6:30,0
01-05-19 6:45,0
01-05-19 7:00,0
01-05-19 7:15,0
01-05-19 7:30,0
01-05-19 7:45,197
01-05-19 8:00,101
01-05-19 8:15,0
01-05-19 8:30,0
01-05-19 8:45,0
01-05-19 9:00,0
01-05-19 9:15,0
01-05-19 9:30,149
01-05-19 9:45,147
01-05-19 10:00,84
01-05-19 10:15,97
01-05-19 10:30,413
01-05-19 10:45,1609
01-05-19 11:00,28
01-05-19 11:15,37
01-05-19 11:30,0
01-05-19 11:45,9
01-05-19 12:00,613
01-05-19 12:15,0
01-05-19 12:30,0
01-05-19 12:45,67
01-05-19 13:00,477
01-05-19 13:15,51
01-05-19 13:30,0
01-05-19 13:45,16
01-05-19 14:00,0
01-05-19 14:15,65
01-05-19 14:30,0
01-05-19 14:45,0
01-05-19 15:00,0
01-05-19 15:15,0
01-05-19 15:30,0
01-05-19 15:45,45
01-05-19 16:00,0
01-05-19 16:15,607
01-05-19 16:30,87
01-05-19 16:45,18
01-05-19 17:00,28
01-05-19 17:15,125
01-05-19 17:30,127
01-05-19 17:45,375
01-05-19 18:00,689
01-05-19 18:15,167
01-05-19 18:30,0
01-05-19 18:45,34
01-05-19 19:00,254
01-05-19 19:15,0
01-05-19 19:30,0
01-05-19 19:45,0
01-05-19 20:00,0
01-05-19 20:15,0
01-05-19 20:30,0
01-05-19 20:45,0
01-05-19 21:00,0
01-05-19 21:15,0
01-05-19 21:30,0
01-05-19 21:45,704
01-05-19 22:00,1132
01-05-19 22:15,0
01-05-19 22:30,0
01-05-19 22:45,1313
01-05-19 23:00,66
01-05-19 23:15,0
01-05-19 23:30,28
01-05-19 23:45,0
