datetime,temperature,Temp_Min,Temp_Max,Humidity ,Wind_Speed,Pressure,Clouds,Sunrise,Sunset
28-12-18 19:00,9.34,9,10,81,0.5,1028,0,1545981438,1546014494
28-12-18 19:30,8.68,8,9,87,2.06,1028,0,1545981438,1546014495
28-12-18 20:00,8.36,7,9,87,2.1,1028,0,1545981438,1546014496
28-12-18 20:30,7.7,6,9,93,2.06,1028,0,1545981438,1546014497
28-12-18 21:00,7.36,6,8,93,1,1029,0,1545981439,1546014498
28-12-18 21:30,7.02,6,8,87,2.57,1029,0,1545981439,1546014499
28-12-18 22:00,6.36,5,8,93,0.5,1029,0,1545981439,1546014500
28-12-18 22:30,6.02,5,7,93,1.5,1029,0,1545981440,1546014501
28-12-18 23:00,5.68,5,7,86,2.57,1029,0,1545981440,1546014502
28-12-18 23:28,6.02,5,7,93,1,1029,0,1545981440,1546014503
28-12-18 0:00,5.36,4,7,93,2.26,1029,0,1545981440,1546014503
29-12-18 0:30,5.36,4,7,93,1,1029,0,1545981441,1546014504
29-12-18 1:00,4.68,4,6,86,0.5,1029,0,1545981441,1546014505
29-12-18 1:30,4.36,3,6,100,2.26,1029,0,1546067841,1546100906
29-12-18 2:00,4.36,3,6,100,2.26,1029,0,1546067842,1546100907
29-12-18 2:30,4.36,3,6,93,2.26,1029,0,1546067842,1546100908
29-12-18 3:00,4.02,3,6,100,1.82,1029,0,1546067842,1546100909
